"route","source_file","account_area","product_domain","audit_risk","disposition","canonicalTarget","owner","decisionBasis"
"/calendar","app/calendar/page.tsx","Shared / Public","Events & bookings","low","keep","/calendar","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/collaboration","app/collaboration/page.tsx","Shared / Public","Community & communications","low","keep","/collaboration","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/collaboration/discover","app/collaboration/discover/page.tsx","Shared / Public","Community & communications","low","keep","/collaboration/discover","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/collaboration/projects","app/collaboration/projects/page.tsx","Shared / Public","Community & communications","low","keep","/collaboration/projects","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/collaboration/projects/[id]","app/collaboration/projects/[id]/page.tsx","Shared / Public","Community & communications","low","keep","/collaboration/projects/[id]","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/collaboration/projects/new","app/collaboration/projects/new/page.tsx","Shared / Public","Community & communications","low","keep","/collaboration/projects/new","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/community","app/community/page.tsx","Shared / Public","Community & communications","low","keep","/community","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/connect","app/connect/page.tsx","Shared / Public","Community & communications","medium","keep","/connect","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/connect/claim","app/connect/claim/page.tsx","Shared / Public","Community & communications","medium","keep","/connect/claim","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/contracts","app/contracts/page.tsx","Shared / Public","Dashboard / platform","low","keep","/contracts","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/contracts/[id]","app/contracts/[id]/page.tsx","Shared / Public","Dashboard / platform","low","keep","/contracts/[id]","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/contracts/list","app/contracts/list/page.tsx","Shared / Public","Dashboard / platform","low","keep","/contracts/list","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/cooperative","app/cooperative/page.tsx","Shared / Public","Music & rights","medium","keep","/cooperative","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/create","app/create/page.tsx","Public / Acquisition","Identity & onboarding","medium","keep","/create","Public / Acquisition","Canonical surface retained pending normal definition-of-done verification."
"/creator-commons","app/creator-commons/page.tsx","Shared / Public","Dashboard / platform","medium","keep","/creator-commons","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/dashboard","app/dashboard/page.tsx","General / Work Mode","Dashboard / platform","low","keep","/dashboard","General / Work Mode","Canonical surface retained pending normal definition-of-done verification."
"/dashboard/bookings","app/dashboard/bookings/page.tsx","General / Work Mode","Events & bookings","low","keep","/dashboard/bookings","General / Work Mode","Canonical surface retained pending normal definition-of-done verification."
"/dashboard/staff-ops","app/dashboard/staff-ops/page.tsx","General / Work Mode","Workforce & jobs","low","keep","/dashboard/staff-ops","General / Work Mode","Canonical surface retained pending normal definition-of-done verification."
"/dashboard/store","app/dashboard/store/page.tsx","General / Work Mode","Commerce & finance","low","keep","/dashboard/store","General / Work Mode","Canonical surface retained pending normal definition-of-done verification."
"/debug/auth-test","app/debug/auth-test/page.tsx","Shared / Public","Identity & onboarding","medium","hide","","Engineering / internal tools","Debug, migration, setup, or test surface; never production navigation."
"/debug/client-auth","app/debug/client-auth/page.tsx","Shared / Public","Identity & onboarding","medium","hide","","Engineering / internal tools","Debug, migration, setup, or test surface; never production navigation."
"/debug/cookies","app/debug/cookies/page.tsx","Shared / Public","Dashboard / platform","medium","hide","","Engineering / internal tools","Debug, migration, setup, or test surface; never production navigation."
"/debug/likes-comments-test","app/debug/likes-comments-test/page.tsx","Shared / Public","Dashboard / platform","low","hide","","Engineering / internal tools","Debug, migration, setup, or test surface; never production navigation."
"/debug/nextjs15","app/debug/nextjs15/page.tsx","Shared / Public","Dashboard / platform","medium","hide","","Engineering / internal tools","Debug, migration, setup, or test surface; never production navigation."
"/debug/profile-check","app/debug/profile-check/page.tsx","Shared / Public","Profiles & directory","medium","hide","","Engineering / internal tools","Debug, migration, setup, or test surface; never production navigation."
"/debug/session","app/debug/session/page.tsx","Shared / Public","Dashboard / platform","medium","hide","","Engineering / internal tools","Debug, migration, setup, or test surface; never production navigation."
"/debug/social-test","app/debug/social-test/page.tsx","Shared / Public","Dashboard / platform","medium","hide","","Engineering / internal tools","Debug, migration, setup, or test surface; never production navigation."
"/debug/suggested-users","app/debug/suggested-users/page.tsx","Shared / Public","Dashboard / platform","medium","hide","","Engineering / internal tools","Debug, migration, setup, or test surface; never production navigation."
"/debug/suggested-users-test","app/debug/suggested-users-test/page.tsx","Shared / Public","Dashboard / platform","low","hide","","Engineering / internal tools","Debug, migration, setup, or test surface; never production navigation."
"/debug/test-artist-api","app/debug/test-artist-api/page.tsx","Shared / Public","Dashboard / platform","medium","hide","","Engineering / internal tools","Debug, migration, setup, or test surface; never production navigation."
"/discover","app/discover/page.tsx","Shared / Public","Discovery & insights","low","keep","/discover","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/discover/events","app/discover/events/page.tsx","Shared / Public","Events & bookings","low","keep","/discover/events","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/discover/users","app/discover/users/page.tsx","Shared / Public","Discovery & insights","high","keep","/discover/users","Shared / Public","Canonical surface retained; audit remediation required before release acceptance."
"/documents","app/documents/page.tsx","Shared / Public","Dashboard / platform","low","keep","/documents","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/epk/[slug]","app/epk/[slug]/page.tsx","Shared / Public","Music & rights","low","keep","/epk/[slug]","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/events","app/events/page.tsx","Shared / Public","Events & bookings","low","keep","/events","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/events/[slug]","app/events/[slug]/page.tsx","Shared / Public","Events & bookings","low","keep","/events/[slug]","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/events/[slug]/hq","app/events/[slug]/hq/page.tsx","Shared / Public","Events & bookings","low","keep","/events/[slug]/hq","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/events/create","app/events/create/page.tsx","Shared / Public","Identity & onboarding","medium","keep","/events/create","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/faq","app/faq/page.tsx","Shared / Public","Settings, trust & support","low","keep","/faq","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/federation","app/federation/page.tsx","Shared / Public","Music & rights","medium","keep","/federation","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/feed","app/feed/page.tsx","Shared / Public","Content & publishing","low","keep","/feed","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/forgot-password","app/forgot-password/page.tsx","Public / Acquisition","Identity & onboarding","low","keep","/forgot-password","Public / Acquisition","Canonical surface retained pending normal definition-of-done verification."
"/forums","app/forums/page.tsx","Shared / Public","Content & publishing","low","keep","/forums","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/forums/[slug]","app/forums/[slug]/page.tsx","Shared / Public","Content & publishing","low","keep","/forums/[slug]","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/forums/[slug]/thread/[id]","app/forums/[slug]/thread/[id]/page.tsx","Shared / Public","Content & publishing","low","keep","/forums/[slug]/thread/[id]","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/forums/all","app/forums/all/page.tsx","Shared / Public","Content & publishing","low","keep","/forums/all","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/forums/create","app/forums/create/page.tsx","Shared / Public","Identity & onboarding","medium","keep","/forums/create","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/forums/new","app/forums/new/page.tsx","Shared / Public","Content & publishing","medium","keep","/forums/new","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/friends/search","app/friends/search/page.tsx","General / Work Mode","Community & communications","medium","keep","/friends/search","General / Work Mode","Canonical surface retained pending normal definition-of-done verification."
"/groups/[id]","app/groups/[id]/page.tsx","Shared / Public","Community & communications","low","keep","/groups/[id]","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/institutional","app/institutional/page.tsx","Shared / Public","Music & rights","medium","keep","/institutional","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/institutional/opportunities","app/institutional/opportunities/page.tsx","Shared / Public","Music & rights","medium","keep","/institutional/opportunities","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/interop-convention","app/interop-convention/page.tsx","Shared / Public","Music & rights","medium","keep","/interop-convention","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/interop-institution","app/interop-institution/page.tsx","Shared / Public","Music & rights","medium","keep","/interop-institution","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/interop-organization","app/interop-organization/page.tsx","Shared / Public","Music & rights","medium","keep","/interop-organization","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/jobs","app/jobs/page.tsx","General / Work Mode","Workforce & jobs","medium","keep","/jobs","General / Work Mode","Canonical surface retained pending normal definition-of-done verification."
"/jobs/[id]","app/jobs/[id]/page.tsx","General / Work Mode","Workforce & jobs","medium","keep","/jobs/[id]","General / Work Mode","Canonical surface retained pending normal definition-of-done verification."
"/jobs/my-applications","app/jobs/my-applications/page.tsx","General / Work Mode","Workforce & jobs","medium","keep","/jobs/my-applications","General / Work Mode","Canonical surface retained pending normal definition-of-done verification."
"/legal/music-training-reservation","app/legal/music-training-reservation/page.tsx","Shared / Public","Music & rights","low","keep","/legal/music-training-reservation","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/legal/ticket-buyer-terms","app/legal/ticket-buyer-terms/page.tsx","Shared / Public","Commerce & finance","low","keep","/legal/ticket-buyer-terms","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/legal/workforce-terms","app/legal/workforce-terms/page.tsx","Shared / Public","Settings, trust & support","low","keep","/legal/workforce-terms","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/licensing","app/licensing/page.tsx","Shared / Public","Music & rights","medium","keep","/licensing","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/licensing/projects/[id]","app/licensing/projects/[id]/page.tsx","Shared / Public","Music & rights","medium","keep","/licensing/projects/[id]","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/login","app/login/page.tsx","Public / Acquisition","Identity & onboarding","medium","keep","/login","Public / Acquisition","Canonical surface retained pending normal definition-of-done verification."
"/marketplace","app/marketplace/page.tsx","Shared / Public","Commerce & finance","low","keep","/marketplace","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/marketplace/listings/[id]","app/marketplace/listings/[id]/page.tsx","Shared / Public","Commerce & finance","low","keep","/marketplace/listings/[id]","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/marketplace/purchases","app/marketplace/purchases/page.tsx","Shared / Public","Commerce & finance","medium","keep","/marketplace/purchases","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/marketplace/seller-agreement","app/marketplace/seller-agreement/page.tsx","Shared / Public","Commerce & finance","low","keep","/marketplace/seller-agreement","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/merch","app/merch/page.tsx","Shared / Public","Commerce & finance","low","keep","/merch","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/messages","app/messages/page.tsx","Shared / Public","Community & communications","low","keep","/messages","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/migrations","app/migrations/page.tsx","Shared / Public","Dashboard / platform","medium","hide","","Engineering / internal tools","Debug, migration, setup, or test surface; never production navigation."
"/migrations/sql","app/migrations/sql/page.tsx","Shared / Public","Dashboard / platform","medium","hide","","Engineering / internal tools","Debug, migration, setup, or test surface; never production navigation."
"/music","app/music/page.tsx","Shared / Public","Music & rights","low","keep","/music","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/music/verify/certificate/[publicId]","app/music/verify/certificate/[publicId]/page.tsx","Shared / Public","Music & rights","low","keep","/music/verify/certificate/[publicId]","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/music/verify/origin/[publicId]","app/music/verify/origin/[publicId]/page.tsx","Shared / Public","Music & rights","low","keep","/music/verify/origin/[publicId]","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/music/verify/passport/[publicId]","app/music/verify/passport/[publicId]/page.tsx","Shared / Public","Music & rights","low","keep","/music/verify/passport/[publicId]","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/news","app/news/page.tsx","Shared / Public","Content & publishing","low","keep","/news","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/notifications","app/notifications/page.tsx","Shared / Public","Community & communications","low","keep","/notifications","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/onboarding","app/onboarding/page.tsx","Public / Acquisition","Identity & onboarding","high","keep","/onboarding","Public / Acquisition","Canonical surface retained; audit remediation required before release acceptance."
"/onboarding/[token]","app/onboarding/[token]/page.tsx","Public / Acquisition","Identity & onboarding","low","keep","/onboarding/[token]","Public / Acquisition","Canonical surface retained pending normal definition-of-done verification."
"/onboarding/complete","app/onboarding/complete/page.tsx","Public / Acquisition","Identity & onboarding","low","keep","/onboarding/complete","Public / Acquisition","Canonical surface retained pending normal definition-of-done verification."
"/onboarding/enhanced-onboarding-flow","app/onboarding/enhanced-onboarding-flow/page.tsx","Public / Acquisition","Identity & onboarding","medium","keep","/onboarding/enhanced-onboarding-flow","Public / Acquisition","Canonical surface retained pending normal definition-of-done verification."
"/onboarding/hire/[token]","app/onboarding/hire/[token]/page.tsx","Public / Acquisition","Identity & onboarding","low","keep","/onboarding/hire/[token]","Public / Acquisition","Canonical surface retained pending normal definition-of-done verification."
"/organization/[slug]","app/organization/[slug]/page.tsx","Shared / Public","Profiles & directory","low","keep","/organization/[slug]","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/orgs/create","app/orgs/create/page.tsx","Shared / Public","Identity & onboarding","low","keep","/orgs/create","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/orgs/invite/accept","app/orgs/invite/accept/page.tsx","Shared / Public","Dashboard / platform","medium","keep","/orgs/invite/accept","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/posts/[id]","app/posts/[id]/page.tsx","Shared / Public","Content & publishing","medium","keep","/posts/[id]","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/privacy","app/privacy/page.tsx","Shared / Public","Settings, trust & support","low","keep","/privacy","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/profile","app/profile/page.tsx","General / Work Mode","Profiles & directory","low","redirect","/settings/profile","General / Work Mode","Canonical IA or current canonical-route ledger."
"/profile/[username]","app/profile/[username]/page.tsx","General / Work Mode","Profiles & directory","medium","keep","/profile/[username]","General / Work Mode","Canonical surface retained pending normal definition-of-done verification."
"/projects","app/projects/page.tsx","Shared / Public","Dashboard / platform","low","keep","/projects","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/projects/[id]","app/projects/[id]/page.tsx","Shared / Public","Dashboard / platform","low","keep","/projects/[id]","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/projects/[id]/settings","app/projects/[id]/settings/page.tsx","Shared / Public","Settings, trust & support","low","keep","/projects/[id]/settings","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/projects/new","app/projects/new/page.tsx","Shared / Public","Dashboard / platform","low","keep","/projects/new","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/protocol-constitution","app/protocol-constitution/page.tsx","Shared / Public","Music & rights","medium","keep","/protocol-constitution","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/public-infrastructure","app/public-infrastructure/page.tsx","Shared / Public","Dashboard / platform","medium","keep","/public-infrastructure","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/pulse","app/pulse/page.tsx","Shared / Public","Content & publishing","low","keep","/pulse","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/reset-password","app/reset-password/page.tsx","Public / Acquisition","Identity & onboarding","low","keep","/reset-password","Public / Acquisition","Canonical surface retained pending normal definition-of-done verification."
"/rights-admin","app/rights-admin/page.tsx","Shared / Public","Music & rights","medium","keep","/rights-admin","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/rights-intelligence","app/rights-intelligence/page.tsx","Shared / Public","Music & rights","medium","keep","/rights-intelligence","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/search","app/search/page.tsx","Shared / Public","Discovery & insights","medium","keep","/search","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/settings","app/settings/page.tsx","Shared / Public","Settings, trust & support","low","keep","/settings","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/settings/billing","app/settings/billing/page.tsx","Shared / Public","Settings, trust & support","low","keep","/settings/billing","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/settings/integrations","app/settings/integrations/page.tsx","Shared / Public","Settings, trust & support","low","keep","/settings/integrations","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/settings/notifications","app/settings/notifications/page.tsx","Shared / Public","Community & communications","low","keep","/settings/notifications","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/settings/profile","app/settings/profile/page.tsx","Shared / Public","Profiles & directory","low","keep","/settings/profile","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/settings/profile-colors","app/settings/profile-colors/page.tsx","Shared / Public","Profiles & directory","medium","keep","/settings/profile-colors","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/settings/security","app/settings/security/page.tsx","Shared / Public","Settings, trust & support","low","keep","/settings/security","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/setup","app/setup/page.tsx","Shared / Public","Settings, trust & support","medium","keep","/setup","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/signup","app/signup/page.tsx","Public / Acquisition","Identity & onboarding","low","keep","/signup","Public / Acquisition","Canonical surface retained pending normal definition-of-done verification."
"/site-maps/shared/[token]","app/site-maps/shared/[token]/page.tsx","Shared / Public","Logistics & production","medium","keep","/site-maps/shared/[token]","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/team","app/team/page.tsx","Shared / Public","Workforce & jobs","low","keep","/team","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/terms","app/terms/page.tsx","Shared / Public","Settings, trust & support","low","keep","/terms","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/test-friend-suggestions","app/test-friend-suggestions/page.tsx","Shared / Public","Community & communications","low","hide","","Engineering / internal tools","Debug, migration, setup, or test surface; never production navigation."
"/tickets","app/tickets/page.tsx","Shared / Public","Commerce & finance","low","keep","/tickets","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/tickets/cancel","app/tickets/cancel/page.tsx","Shared / Public","Commerce & finance","medium","keep","/tickets/cancel","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/tickets/confirmation","app/tickets/confirmation/page.tsx","Shared / Public","Commerce & finance","low","keep","/tickets/confirmation","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/tickets/my-tickets","app/tickets/my-tickets/page.tsx","Shared / Public","Commerce & finance","medium","keep","/tickets/my-tickets","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/tickets/purchase","app/tickets/purchase/page.tsx","Shared / Public","Commerce & finance","medium","keep","/tickets/purchase","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/tickets/success","app/tickets/success/page.tsx","Shared / Public","Commerce & finance","low","keep","/tickets/success","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/tours/[slug]","app/tours/[slug]/page.tsx","Shared / Public","Tours & advancing","low","keep","/tours/[slug]","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/treaty-operations","app/treaty-operations/page.tsx","Shared / Public","Music & rights","medium","keep","/treaty-operations","Shared / Public","Canonical surface retained pending normal definition-of-done verification."
"/venue","app/venue/page.tsx","Venue","Dashboard / platform","low","redirect","/venue/dashboard","Venue","Canonical IA or current canonical-route ledger."
"/venue/[username]","app/venue/[username]/page.tsx","Venue","Profiles & directory","low","keep","/venue/[username]","Venue","Canonical surface retained pending normal definition-of-done verification."
"/venue/analytics","app/venue/analytics/page.tsx","Venue","Discovery & insights","medium","keep","/venue/analytics","Venue","Canonical surface retained pending normal definition-of-done verification."
"/venue/assets","app/venue/assets/page.tsx","Venue","Dashboard / platform","low","redirect","/venue/equipment","Venue","Canonical IA or current canonical-route ledger."
"/venue/bookings","app/venue/bookings/page.tsx","Venue","Events & bookings","medium","keep","/venue/bookings","Venue","Canonical surface retained pending normal definition-of-done verification."
"/venue/dashboard","app/venue/dashboard/page.tsx","Venue","Dashboard / platform","low","keep","/venue/dashboard","Venue","Canonical surface retained pending normal definition-of-done verification."
"/venue/dashboard/analytics","app/venue/dashboard/analytics/page.tsx","Venue","Discovery & insights","low","redirect","/venue/analytics","Venue","Canonical IA or current canonical-route ledger."
"/venue/dashboard/calendar","app/venue/dashboard/calendar/page.tsx","Venue","Events & bookings","low","keep","/venue/dashboard/calendar","Venue","Canonical surface retained pending normal definition-of-done verification."
"/venue/dashboard/dashboard","app/venue/dashboard/dashboard/page.tsx","Venue","Dashboard / platform","low","keep","/venue/dashboard/dashboard","Venue","Canonical surface retained pending normal definition-of-done verification."
"/venue/dashboard/dashboard/settings","app/venue/dashboard/dashboard/settings/page.tsx","Venue","Settings, trust & support","low","keep","/venue/dashboard/dashboard/settings","Venue","Canonical surface retained pending normal definition-of-done verification."
"/venue/dashboard/documents","app/venue/dashboard/documents/page.tsx","Venue","Dashboard / platform","low","redirect","/venue/documents","Venue","Canonical IA or current canonical-route ledger."
"/venue/dashboard/epk","app/venue/dashboard/epk/page.tsx","Venue","Music & rights","low","keep","/venue/dashboard/epk","Venue","Canonical surface retained pending normal definition-of-done verification."
"/venue/dashboard/equipment","app/venue/dashboard/equipment/page.tsx","Venue","Dashboard / platform","low","redirect","/venue/equipment","Venue","Canonical IA or current canonical-route ledger."
"/venue/dashboard/events","app/venue/dashboard/events/page.tsx","Venue","Events & bookings","low","redirect","/venue/events","Venue","Canonical IA or current canonical-route ledger."
"/venue/dashboard/events/map","app/venue/dashboard/events/map/page.tsx","Venue","Events & bookings","low","redirect","/venue/events","Venue","Canonical IA or current canonical-route ledger."
"/venue/dashboard/explore","app/venue/dashboard/explore/page.tsx","Venue","Dashboard / platform","low","keep","/venue/dashboard/explore","Venue","Canonical surface retained pending normal definition-of-done verification."
"/venue/dashboard/features","app/venue/dashboard/features/page.tsx","Venue","Dashboard / platform","low","keep","/venue/dashboard/features","Venue","Canonical surface retained pending normal definition-of-done verification."
"/venue/dashboard/feed","app/venue/dashboard/feed/page.tsx","Venue","Content & publishing","low","keep","/venue/dashboard/feed","Venue","Canonical surface retained pending normal definition-of-done verification."
"/venue/dashboard/gallery","app/venue/dashboard/gallery/page.tsx","Venue","Dashboard / platform","low","keep","/venue/dashboard/gallery","Venue","Canonical surface retained pending normal definition-of-done verification."
"/venue/dashboard/groups","app/venue/dashboard/groups/page.tsx","Venue","Community & communications","low","keep","/venue/dashboard/groups","Venue","Canonical surface retained pending normal definition-of-done verification."
"/venue/dashboard/hiring-kanban","app/venue/dashboard/hiring-kanban/page.tsx","Venue","Workforce & jobs","low","keep","/venue/dashboard/hiring-kanban","Venue","Canonical surface retained pending normal definition-of-done verification."
"/venue/dashboard/integrations","app/venue/dashboard/integrations/page.tsx","Venue","Dashboard / platform","high","keep","/venue/dashboard/integrations","Venue","Canonical surface retained; audit remediation required before release acceptance."
"/venue/dashboard/jobs","app/venue/dashboard/jobs/page.tsx","Venue","Workforce & jobs","medium","keep","/venue/dashboard/jobs","Venue","Canonical surface retained pending normal definition-of-done verification."
"/venue/dashboard/moderation","app/venue/dashboard/moderation/page.tsx","Venue","Dashboard / platform","low","keep","/venue/dashboard/moderation","Venue","Canonical surface retained pending normal definition-of-done verification."
"/venue/dashboard/music","app/venue/dashboard/music/page.tsx","Venue","Music & rights","low","keep","/venue/dashboard/music","Venue","Canonical surface retained pending normal definition-of-done verification."
"/venue/dashboard/network","app/venue/dashboard/network/page.tsx","Venue","Dashboard / platform","low","keep","/venue/dashboard/network","Venue","Canonical surface retained pending normal definition-of-done verification."
"/venue/dashboard/network-feed","app/venue/dashboard/network-feed/page.tsx","Venue","Content & publishing","low","keep","/venue/dashboard/network-feed","Venue","Canonical surface retained pending normal definition-of-done verification."
"/venue/dashboard/onboarding","app/venue/dashboard/onboarding/page.tsx","Venue","Identity & onboarding","high","keep","/venue/dashboard/onboarding","Venue","Canonical surface retained; audit remediation required before release acceptance."
"/venue/dashboard/posts/[id]","app/venue/dashboard/posts/[id]/page.tsx","Venue","Content & publishing","low","keep","/venue/dashboard/posts/[id]","Venue","Canonical surface retained pending normal definition-of-done verification."
"/venue/dashboard/profile/[username]","app/venue/dashboard/profile/[username]/page.tsx","Venue","Profiles & directory","critical","keep","/venue/dashboard/profile/[username]","Venue","Canonical surface retained; audit remediation required before release acceptance."
"/venue/dashboard/profile/[username]/posts","app/venue/dashboard/profile/[username]/posts/page.tsx","Venue","Content & publishing","high","keep","/venue/dashboard/profile/[username]/posts","Venue","Canonical surface retained; audit remediation required before release acceptance."
"/venue/dashboard/promotions","app/venue/dashboard/promotions/page.tsx","Venue","Dashboard / platform","low","keep","/venue/dashboard/promotions","Venue","Canonical surface retained pending normal definition-of-done verification."
"/venue/dashboard/settings","app/venue/dashboard/settings/page.tsx","Venue","Settings, trust & support","low","redirect","/venue/settings","Venue","Canonical IA or current canonical-route ledger."
"/venue/dashboard/site-maps","app/venue/dashboard/site-maps/page.tsx","Venue","Logistics & production","medium","keep","/venue/dashboard/site-maps","Venue","Canonical surface retained pending normal definition-of-done verification."
"/venue/dashboard/social","app/venue/dashboard/social/page.tsx","Venue","Dashboard / platform","low","keep","/venue/dashboard/social","Venue","Canonical surface retained pending normal definition-of-done verification."
"/venue/dashboard/social/hashtag/[tag]","app/venue/dashboard/social/hashtag/[tag]/page.tsx","Venue","Dashboard / platform","low","keep","/venue/dashboard/social/hashtag/[tag]","Venue","Canonical surface retained pending normal definition-of-done verification."
"/venue/dashboard/store","app/venue/dashboard/store/page.tsx","Venue","Commerce & finance","low","keep","/venue/dashboard/store","Venue","Canonical surface retained pending normal definition-of-done verification."
"/venue/dashboard/teams","app/venue/dashboard/teams/page.tsx","Venue","Workforce & jobs","medium","redirect","/venue/staff","Venue","Canonical IA or current canonical-route ledger."
"/venue/dashboard/teams/crew-profiles","app/venue/dashboard/teams/crew-profiles/page.tsx","Venue","Workforce & jobs","low","keep","/venue/dashboard/teams/crew-profiles","Venue","Canonical surface retained pending normal definition-of-done verification."
"/venue/dashboard/tickets","app/venue/dashboard/tickets/page.tsx","Venue","Commerce & finance","low","keep","/venue/dashboard/tickets","Venue","Canonical surface retained pending normal definition-of-done verification."
"/venue/dashboard/venues","app/venue/dashboard/venues/page.tsx","Venue","Dashboard / platform","low","keep","/venue/dashboard/venues","Venue","Canonical surface retained pending normal definition-of-done verification."
"/venue/dashboard/venues/[id]","app/venue/dashboard/venues/[id]/page.tsx","Venue","Profiles & directory","medium","keep","/venue/dashboard/venues/[id]","Venue","Canonical surface retained pending normal definition-of-done verification."
"/venue/dashboard/venues/[id]/booking-request","app/venue/dashboard/venues/[id]/booking-request/page.tsx","Venue","Events & bookings","low","keep","/venue/dashboard/venues/[id]/booking-request","Venue","Canonical surface retained pending normal definition-of-done verification."
"/venue/dashboard/venues/[id]/edit","app/venue/dashboard/venues/[id]/edit/page.tsx","Venue","Profiles & directory","medium","keep","/venue/dashboard/venues/[id]/edit","Venue","Canonical surface retained pending normal definition-of-done verification."
"/venue/dashboard/venues/create","app/venue/dashboard/venues/create/page.tsx","Venue","Identity & onboarding","medium","keep","/venue/dashboard/venues/create","Venue","Canonical surface retained pending normal definition-of-done verification."
