"component_file","component_group","component_kind","audit_risk","duplicate_group","incomplete_markers","disposition","canonicalTarget","decisionBasis"
"app/venue/components/teams/team-member-card.tsx","Venue route-local","Form / editor","medium","","1","hide","app/venue/components/teams/team-member-card.tsx","Contains explicit incomplete/mock markers; do not mount on canonical production routes."
"app/venue/components/teams/team-roles-permissions.tsx","Venue route-local","Form / editor","critical","DUP-044","2","retire later","components/venue/teams/team-roles-permissions.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/teams/team-settings.tsx","Venue route-local","Form / editor","high","DUP-045","0","retire later","components/venue/teams/team-settings.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/teams/team-shift-scheduler.tsx","Venue route-local","Form / editor","critical","DUP-046","2","retire later","components/venue/teams/team-shift-scheduler.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/teams/team-task-list.tsx","Venue route-local","Form / editor","critical","DUP-047","4","retire later","components/venue/teams/team-task-list.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/theme-provider.tsx","Venue route-local","Feature component","low","","0","keep","app/venue/components/theme-provider.tsx","Retain and verify against the shared component definition of done."
"app/venue/components/theme-switcher.tsx","Venue route-local","Feature component","medium","DUP-048","0","retire later","components/venue/venue/theme-switcher.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/tickets/ticket-generator-modal.tsx","Venue route-local","Overlay / dialog","low","","0","keep","app/venue/components/tickets/ticket-generator-modal.tsx","Retain and verify against the shared component definition of done."
"app/venue/components/ui/accordion.tsx","Venue route-local","Feature component","medium","DUP-049","0","retire later","components/venue/ui/accordion.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/ui/alert-dialog.tsx","Venue route-local","Overlay / dialog","medium","DUP-050","0","retire later","components/ui/alert-dialog.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/ui/alert.tsx","Venue route-local","System state","medium","DUP-051","0","retire later","components/ui/alert.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/ui/aspect-ratio.tsx","Venue route-local","Feature component","medium","DUP-052","0","retire later","components/ui/aspect-ratio.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/ui/avatar.tsx","Venue route-local","Feature component","medium","DUP-053","0","retire later","components/ui/avatar.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/ui/badge.tsx","Venue route-local","Feature component","medium","DUP-054","0","retire later","components/venue/ui/badge.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/ui/breadcrumb.tsx","Venue route-local","Navigation / shell","medium","DUP-055","0","retire later","components/venue/ui/breadcrumb.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/ui/button.tsx","Venue route-local","Form / editor","medium","DUP-056","0","retire later","components/venue/ui/button.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/ui/calendar.tsx","Venue route-local","Collection / operational view","medium","DUP-057","0","retire later","components/venue/ui/calendar.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/ui/card.tsx","Venue route-local","Card / item","medium","DUP-058","0","retire later","components/venue/ui/card.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/ui/carousel.tsx","Venue route-local","Feature component","medium","DUP-059","0","retire later","components/ui/carousel.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/ui/chart.tsx","Venue route-local","Analytics / visualization","medium","DUP-060","0","retire later","components/ui/chart.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/ui/checkbox.tsx","Venue route-local","Feature component","medium","DUP-061","0","retire later","components/venue/ui/checkbox.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/ui/collapsible.tsx","Venue route-local","Feature component","medium","DUP-062","0","retire later","components/venue/ui/collapsible.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/ui/command.tsx","Venue route-local","Form / editor","medium","DUP-063","0","retire later","components/venue/ui/command.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/ui/context-menu.tsx","Venue route-local","Feature component","medium","DUP-064","0","retire later","components/ui/context-menu.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/ui/dialog.tsx","Venue route-local","Overlay / dialog","medium","DUP-065","0","retire later","components/venue/ui/dialog.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/ui/drawer.tsx","Venue route-local","Overlay / dialog","medium","DUP-066","0","retire later","components/ui/drawer.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/ui/dropdown-menu.tsx","Venue route-local","Feature component","medium","DUP-067","0","retire later","components/ui/dropdown-menu.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/ui/form.tsx","Venue route-local","Form / editor","medium","DUP-068","0","retire later","components/ui/form.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/ui/hover-card.tsx","Venue route-local","Card / item","medium","DUP-069","0","retire later","components/ui/hover-card.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/ui/input-otp.tsx","Venue route-local","Form / editor","medium","DUP-070","0","retire later","components/ui/input-otp.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/ui/input.tsx","Venue route-local","Form / editor","medium","DUP-071","0","retire later","components/venue/ui/input.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/ui/label.tsx","Venue route-local","Feature component","medium","DUP-072","0","retire later","components/venue/ui/label.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/ui/menubar.tsx","Venue route-local","Feature component","medium","DUP-073","0","retire later","components/ui/menubar.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/ui/navigation-menu.tsx","Venue route-local","Navigation / shell","medium","DUP-074","0","retire later","components/ui/navigation-menu.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/ui/pagination.tsx","Venue route-local","Feature component","medium","DUP-075","0","retire later","components/ui/pagination.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/ui/popover.tsx","Venue route-local","Overlay / dialog","medium","DUP-076","0","retire later","components/venue/ui/popover.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/ui/progress.tsx","Venue route-local","Feature component","medium","DUP-077","0","retire later","components/venue/ui/progress.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/ui/radio-group.tsx","Venue route-local","Feature component","medium","DUP-078","0","retire later","components/venue/ui/radio-group.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/ui/resizable.tsx","Venue route-local","Feature component","medium","DUP-079","0","retire later","components/ui/resizable.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/ui/scroll-area.tsx","Venue route-local","Feature component","medium","DUP-080","0","retire later","components/venue/ui/scroll-area.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/ui/select.tsx","Venue route-local","Form / editor","medium","DUP-081","0","retire later","components/ui/select.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/ui/separator.tsx","Venue route-local","Feature component","medium","DUP-082","0","retire later","components/ui/separator.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/ui/sheet.tsx","Venue route-local","Overlay / dialog","medium","DUP-083","0","retire later","components/venue/ui/sheet.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/ui/sidebar.tsx","Venue route-local","Navigation / shell","high","DUP-084","0","retire later","components/ui/sidebar.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/ui/skeleton.tsx","Venue route-local","System state","medium","DUP-085","0","retire later","components/venue/ui/skeleton.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/ui/slider.tsx","Venue route-local","Feature component","medium","DUP-086","0","retire later","components/venue/ui/slider.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/ui/sonner.tsx","Venue route-local","Feature component","medium","DUP-087","0","retire later","components/ui/sonner.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/ui/switch.tsx","Venue route-local","Form / editor","medium","DUP-088","0","retire later","components/venue/ui/switch.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/ui/table.tsx","Venue route-local","Collection / operational view","medium","DUP-089","0","retire later","components/ui/table.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/ui/tabs.tsx","Venue route-local","Feature component","medium","DUP-090","0","retire later","components/venue/ui/tabs.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/ui/textarea.tsx","Venue route-local","Feature component","medium","DUP-091","0","retire later","components/venue/ui/textarea.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/ui/toast.tsx","Venue route-local","Feature component","medium","DUP-092","0","retire later","components/venue/ui/toast.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/ui/toaster.tsx","Venue route-local","Feature component","medium","DUP-093","0","retire later","components/venue/ui/toaster.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/ui/toggle-group.tsx","Venue route-local","Feature component","medium","DUP-094","0","retire later","components/ui/toggle-group.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/ui/toggle.tsx","Venue route-local","Form / editor","medium","DUP-095","0","retire later","components/ui/toggle.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/ui/tooltip.tsx","Venue route-local","Feature component","medium","DUP-096","0","retire later","components/venue/ui/tooltip.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/ui/use-mobile.tsx","Venue route-local","Feature component","medium","DUP-001","0","retire later","components/ui/use-mobile.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/unified-search.tsx","Venue route-local","Form / editor","low","","0","keep","app/venue/components/unified-search.tsx","Retain and verify against the shared component definition of done."
"app/venue/components/upload-button.tsx","Venue route-local","Form / editor","high","DUP-097","1","retire later","components/venue/upload-button.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/user-card.tsx","Venue route-local","Card / item","low","","0","keep","app/venue/components/user-card.tsx","Retain and verify against the shared component definition of done."
"app/venue/components/user-discovery/industry-directory.tsx","Venue route-local","Form / editor","low","","0","keep","app/venue/components/user-discovery/industry-directory.tsx","Retain and verify against the shared component definition of done."
"app/venue/components/user-discovery/user-recommendation.tsx","Venue route-local","Feature component","high","","2","hide","app/venue/components/user-discovery/user-recommendation.tsx","Contains explicit incomplete/mock markers; do not mount on canonical production routes."
"app/venue/components/user-menu.tsx","Venue route-local","Feature component","low","","0","keep","app/venue/components/user-menu.tsx","Retain and verify against the shared component definition of done."
"app/venue/components/venue-analytics-dashboard.tsx","Venue route-local","Analytics / visualization","low","","0","keep","app/venue/components/venue-analytics-dashboard.tsx","Retain and verify against the shared component definition of done."
"app/venue/components/venue-analytics-summary.tsx","Venue route-local","Analytics / visualization","medium","DUP-098","0","retire later","components/venue/venue/venue-analytics-summary.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/venue-analytics.tsx","Venue route-local","Analytics / visualization","medium","DUP-099","0","retire later","components/venue/venue/venue-analytics.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/venue-booking-form.tsx","Venue route-local","Form / editor","medium","DUP-100","0","retire later","components/venue/venue/venue-booking-form.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/venue-booking-requests.tsx","Venue route-local","Feature component","low","","0","keep","app/venue/components/venue-booking-requests.tsx","Retain and verify against the shared component definition of done."
"app/venue/components/venue-calendar.tsx","Venue route-local","Collection / operational view","medium","","0","keep","app/venue/components/venue-calendar.tsx","Retain and verify against the shared component definition of done."
"app/venue/components/venue-contact.tsx","Venue route-local","Feature component","medium","DUP-101","0","retire later","components/venue/venue/venue-contact.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/venue-documents.tsx","Venue route-local","Feature component","low","","0","keep","app/venue/components/venue-documents.tsx","Retain and verify against the shared component definition of done."
"app/venue/components/venue-events.tsx","Venue route-local","Feature component","low","","0","keep","app/venue/components/venue-events.tsx","Retain and verify against the shared component definition of done."
"app/venue/components/venue-gallery.tsx","Venue route-local","Feature component","medium","DUP-102","0","retire later","components/venue/venue/venue-gallery.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/venue-header.tsx","Venue route-local","Navigation / shell","low","","0","keep","app/venue/components/venue-header.tsx","Retain and verify against the shared component definition of done."
"app/venue/components/venue-layout.tsx","Venue route-local","Navigation / shell","low","","0","keep","app/venue/components/venue-layout.tsx","Retain and verify against the shared component definition of done."
"app/venue/components/venue-navigation.tsx","Venue route-local","Navigation / shell","low","","0","keep","app/venue/components/venue-navigation.tsx","Retain and verify against the shared component definition of done."
"app/venue/components/venue-owner-dashboard.tsx","Venue route-local","Feature component","medium","DUP-103","0","retire later","components/venue/venue/venue-owner-dashboard.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/venue-owner-sidebar.tsx","Venue route-local","Navigation / shell","low","","0","keep","app/venue/components/venue-owner-sidebar.tsx","Retain and verify against the shared component definition of done."
"app/venue/components/venue-root-chrome-offset.tsx","Venue route-local","Feature component","low","","0","keep","app/venue/components/venue-root-chrome-offset.tsx","Retain and verify against the shared component definition of done."
"app/venue/components/venue-sidebar.tsx","Venue route-local","Navigation / shell","medium","DUP-104","0","retire later","components/venue/venue/venue-sidebar.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/venue-specs.tsx","Venue route-local","Feature component","medium","DUP-105","0","retire later","components/venue/venue/venue-specs.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/venue-stats.tsx","Venue route-local","Analytics / visualization","low","","0","keep","app/venue/components/venue-stats.tsx","Retain and verify against the shared component definition of done."
"app/venue/components/venue-team-communications-panel.tsx","Venue route-local","Feature component","low","","0","keep","app/venue/components/venue-team-communications-panel.tsx","Retain and verify against the shared component definition of done."
"app/venue/components/venue-team.tsx","Venue route-local","Form / editor","low","","0","keep","app/venue/components/venue-team.tsx","Retain and verify against the shared component definition of done."
"app/venue/components/venue-upcoming-events.tsx","Venue route-local","Feature component","high","","1","hide","app/venue/components/venue-upcoming-events.tsx","Contains explicit incomplete/mock markers; do not mount on canonical production routes."
"app/venue/components/virtualized-list.tsx","Venue route-local","Collection / operational view","low","","0","keep","app/venue/components/virtualized-list.tsx","Retain and verify against the shared component definition of done."
"app/venue/context/auth-context.tsx","Venue route-local","Feature component","low","","0","keep","app/venue/context/auth-context.tsx","Retain and verify against the shared component definition of done."
"app/venue/context/profile-context.tsx","Venue route-local","Feature component","low","","0","keep","app/venue/context/profile-context.tsx","Retain and verify against the shared component definition of done."
"app/venue/context/toast-context.tsx","Venue route-local","Feature component","low","","0","keep","app/venue/context/toast-context.tsx","Retain and verify against the shared component definition of done."
"app/venue/dashboard/main-nav.tsx","Venue route-local","Navigation / shell","low","","0","keep","app/venue/dashboard/main-nav.tsx","Retain and verify against the shared component definition of done."
"app/venue/event-details/event-header.tsx","Venue route-local","Navigation / shell","low","","0","keep","app/venue/event-details/event-header.tsx","Retain and verify against the shared component definition of done."
"app/venue/providers.tsx","Venue route-local","Feature component","low","","0","keep","app/venue/providers.tsx","Retain and verify against the shared component definition of done."
"app/venue/staff/components/contract-generation.tsx","Venue route-local","Form / editor","medium","","2","hide","app/venue/staff/components/contract-generation.tsx","Contains explicit incomplete/mock markers; do not mount on canonical production routes."
"app/venue/staff/components/cross-account-onboarding.tsx","Venue route-local","Form / editor","low","","0","keep","app/venue/staff/components/cross-account-onboarding.tsx","Retain and verify against the shared component definition of done."
"app/venue/staff/components/enhanced-staff-onboarding.tsx","Venue route-local","Form / editor","low","","0","keep","app/venue/staff/components/enhanced-staff-onboarding.tsx","Retain and verify against the shared component definition of done."
"app/venue/staff/components/job-board-integration.tsx","Venue route-local","Form / editor","medium","","0","keep","app/venue/staff/components/job-board-integration.tsx","Retain and verify against the shared component definition of done."
"app/venue/staff/components/notification-center.tsx","Venue route-local","Feature component","low","","0","keep","app/venue/staff/components/notification-center.tsx","Retain and verify against the shared component definition of done."
"app/venue/staff/components/onboarding-wizard.tsx","Venue route-local","Form / editor","medium","","0","keep","app/venue/staff/components/onboarding-wizard.tsx","Retain and verify against the shared component definition of done."
"app/venue/staff/components/performance-management.tsx","Venue route-local","Feature component","low","","0","keep","app/venue/staff/components/performance-management.tsx","Retain and verify against the shared component definition of done."
"app/venue/staff/components/role-management.tsx","Venue route-local","Form / editor","high","","2","hide","app/venue/staff/components/role-management.tsx","Contains explicit incomplete/mock markers; do not mount on canonical production routes."
"app/venue/staff/components/shift-management.tsx","Venue route-local","Feature component","low","","0","keep","app/venue/staff/components/shift-management.tsx","Retain and verify against the shared component definition of done."
"app/venue/staff/components/staff-analytics.tsx","Venue route-local","Analytics / visualization","low","","0","keep","app/venue/staff/components/staff-analytics.tsx","Retain and verify against the shared component definition of done."
"app/venue/staff/components/staff-onboarding-system.tsx","Venue route-local","Form / editor","critical","","1","hide","app/venue/staff/components/staff-onboarding-system.tsx","Contains explicit incomplete/mock markers; do not mount on canonical production routes."
"app/venue/staff/components/staff-profile-detail.tsx","Venue route-local","Form / editor","medium","","0","keep","app/venue/staff/components/staff-profile-detail.tsx","Retain and verify against the shared component definition of done."
"app/venue/staff/components/staff-scheduler.tsx","Venue route-local","Form / editor","high","","2","hide","app/venue/staff/components/staff-scheduler.tsx","Contains explicit incomplete/mock markers; do not mount on canonical production routes."
"app/venue/staff/components/team-invitations.tsx","Venue route-local","Form / editor","medium","","0","keep","app/venue/staff/components/team-invitations.tsx","Retain and verify against the shared component definition of done."
"app/venue/staff/components/team-management.tsx","Venue route-local","Form / editor","high","","2","hide","app/venue/staff/components/team-management.tsx","Contains explicit incomplete/mock markers; do not mount on canonical production routes."
"app/venue/staff/components/training-development.tsx","Venue route-local","Feature component","low","","0","keep","app/venue/staff/components/training-development.tsx","Retain and verify against the shared component definition of done."
"components/account-switcher.tsx","Shared / Other","Feature component","low","","0","keep","components/account-switcher.tsx","Retain and verify against the shared component definition of done."
"components/account/account-route-guard.tsx","Shared / Other","Feature component","low","","0","keep","components/account/account-route-guard.tsx","Retain and verify against the shared component definition of done."
"components/account/accounts-seed.tsx","Shared / Other","Feature component","low","","0","keep","components/account/accounts-seed.tsx","Retain and verify against the shared component definition of done."
"components/account/acting-context-banner.tsx","Shared / Other","Feature component","low","","0","keep","components/account/acting-context-banner.tsx","Retain and verify against the shared component definition of done."
"components/account/posting-account-selector.tsx","Shared / Other","Feature component","low","","0","keep","components/account/posting-account-selector.tsx","Retain and verify against the shared component definition of done."
"components/account/work-mode-widget.tsx","Shared / Other","Feature component","low","","0","keep","components/account/work-mode-widget.tsx","Retain and verify against the shared component definition of done."
"components/achievements/achievement-card.tsx","Shared / Other","Card / item","low","","0","keep","components/achievements/achievement-card.tsx","Retain and verify against the shared component definition of done."
"components/achievements/achievement-dashboard.tsx","Shared / Other","Feature component","medium","","0","keep","components/achievements/achievement-dashboard.tsx","Retain and verify against the shared component definition of done."
"components/achievements/achievement-icon.tsx","Shared / Other","Feature component","low","","0","keep","components/achievements/achievement-icon.tsx","Retain and verify against the shared component definition of done."
"components/achievements/achievement-notification.tsx","Shared / Other","Feature component","low","","0","keep","components/achievements/achievement-notification.tsx","Retain and verify against the shared component definition of done."
"components/achievements/achievement-series-group.tsx","Shared / Other","Feature component","low","","0","keep","components/achievements/achievement-series-group.tsx","Retain and verify against the shared component definition of done."
"components/achievements/achievement-unlock-provider.tsx","Shared / Other","Feature component","low","","0","keep","components/achievements/achievement-unlock-provider.tsx","Retain and verify against the shared component definition of done."
"components/achievements/badge-card.tsx","Shared / Other","Card / item","low","","0","keep","components/achievements/badge-card.tsx","Retain and verify against the shared component definition of done."
"components/achievements/endorsement-card.tsx","Shared / Other","Card / item","low","","0","keep","components/achievements/endorsement-card.tsx","Retain and verify against the shared component definition of done."
"components/achievements/endorsement-modal.tsx","Shared / Other","Overlay / dialog","low","","0","keep","components/achievements/endorsement-modal.tsx","Retain and verify against the shared component definition of done."
"components/achievements/profile-achievements-section.tsx","Shared / Other","Feature component","low","","0","keep","components/achievements/profile-achievements-section.tsx","Retain and verify against the shared component definition of done."
"components/achievements/team-badge-endorsement-panel.tsx","Shared / Other","Form / editor","low","","0","keep","components/achievements/team-badge-endorsement-panel.tsx","Retain and verify against the shared component definition of done."
"components/admin/admin-calendar-view.tsx","Admin shared","Form / editor","medium","","0","keep","components/admin/admin-calendar-view.tsx","Retain and verify against the shared component definition of done."
"components/admin/agencies/performance-agency-manager.tsx","Admin shared","Form / editor","low","","0","keep","components/admin/agencies/performance-agency-manager.tsx","Retain and verify against the shared component definition of done."
"components/admin/agencies/staffing-agency-manager.tsx","Admin shared","Form / editor","low","","0","keep","components/admin/agencies/staffing-agency-manager.tsx","Retain and verify against the shared component definition of done."
"components/admin/band-hub.tsx","Admin shared","Form / editor","medium","","0","keep","components/admin/band-hub.tsx","Retain and verify against the shared component definition of done."
"components/admin/calendar-context-bar.tsx","Admin shared","Collection / operational view","low","","0","keep","components/admin/calendar-context-bar.tsx","Retain and verify against the shared component definition of done."
"components/admin/calendar-day-sheet.tsx","Admin shared","Overlay / dialog","medium","","0","keep","components/admin/calendar-day-sheet.tsx","Retain and verify against the shared component definition of done."
"components/admin/calendar-filters.tsx","Admin shared","Collection / operational view","low","","0","keep","components/admin/calendar-filters.tsx","Retain and verify against the shared component definition of done."
"components/admin/communication/message-board.tsx","Admin shared","Form / editor","low","","0","keep","components/admin/communication/message-board.tsx","Retain and verify against the shared component definition of done."
"components/admin/contextual-navigation.tsx","Admin shared","Navigation / shell","critical","","1","hide","components/admin/contextual-navigation.tsx","Contains explicit incomplete/mock markers; do not mount on canonical production routes."
"components/admin/create-event-form.tsx","Admin shared","Form / editor","medium","","0","keep","components/admin/create-event-form.tsx","Retain and verify against the shared component definition of done."
"components/admin/create-tour-form.tsx","Admin shared","Form / editor","low","","0","keep","components/admin/create-tour-form.tsx","Retain and verify against the shared component definition of done."
"components/admin/customizable-dashboard.tsx","Admin shared","Form / editor","high","","2","hide","components/admin/customizable-dashboard.tsx","Contains explicit incomplete/mock markers; do not mount on canonical production routes."
"components/admin/enhanced-application-review.tsx","Admin shared","Form / editor","medium","","0","keep","components/admin/enhanced-application-review.tsx","Retain and verify against the shared component definition of done."
"components/admin/enhanced-calendar.tsx","Admin shared","Form / editor","high","","0","keep","components/admin/enhanced-calendar.tsx","Canonical component retained but requires audit remediation/decomposition."
"components/admin/enhanced-candidate-manager.tsx","Admin shared","Form / editor","medium","","0","keep","components/admin/enhanced-candidate-manager.tsx","Retain and verify against the shared component definition of done."
"components/admin/enhanced-global-search.tsx","Admin shared","Form / editor","medium","","0","keep","components/admin/enhanced-global-search.tsx","Retain and verify against the shared component definition of done."
"components/admin/enhanced-job-posting-form.tsx","Admin shared","Form / editor","high","","1","hide","components/admin/enhanced-job-posting-form.tsx","Contains explicit incomplete/mock markers; do not mount on canonical production routes."
"components/admin/enhanced-onboarding-system.tsx","Admin shared","Form / editor","medium","","0","keep","components/admin/enhanced-onboarding-system.tsx","Retain and verify against the shared component definition of done."
"components/admin/enhanced-onboarding-wizard.tsx","Admin shared","Form / editor","medium","","0","keep","components/admin/enhanced-onboarding-wizard.tsx","Retain and verify against the shared component definition of done."
"components/admin/entity-access-audit.tsx","Admin shared","Feature component","low","","0","keep","components/admin/entity-access-audit.tsx","Retain and verify against the shared component definition of done."
"components/admin/event-communication-hub.tsx","Admin shared","Form / editor","medium","","0","keep","components/admin/event-communication-hub.tsx","Retain and verify against the shared component definition of done."
"components/admin/event-finance-manager.tsx","Admin shared","Form / editor","low","","0","keep","components/admin/event-finance-manager.tsx","Retain and verify against the shared component definition of done."
"components/admin/event-job-posting.tsx","Admin shared","Feature component","low","","0","keep","components/admin/event-job-posting.tsx","Retain and verify against the shared component definition of done."
"components/admin/event-jobs-list.tsx","Admin shared","Collection / operational view","low","","0","keep","components/admin/event-jobs-list.tsx","Retain and verify against the shared component definition of done."
"components/admin/event-locations-tab.tsx","Admin shared","Form / editor","low","","0","keep","components/admin/event-locations-tab.tsx","Retain and verify against the shared component definition of done."
"components/admin/event-participants-tab.tsx","Admin shared","Feature component","low","","0","keep","components/admin/event-participants-tab.tsx","Retain and verify against the shared component definition of done."
"components/admin/event-parties-panel.tsx","Admin shared","Feature component","low","","0","keep","components/admin/event-parties-panel.tsx","Retain and verify against the shared component definition of done."
"components/admin/event-planner-support.tsx","Admin shared","Feature component","low","","0","keep","components/admin/event-planner-support.tsx","Retain and verify against the shared component definition of done."
"components/admin/event-secure-uploads.tsx","Admin shared","Form / editor","low","","0","keep","components/admin/event-secure-uploads.tsx","Retain and verify against the shared component definition of done."
"components/admin/event-staff-manager.tsx","Admin shared","Form / editor","medium","","0","keep","components/admin/event-staff-manager.tsx","Retain and verify against the shared component definition of done."
"components/admin/event-task-manager.tsx","Admin shared","Form / editor","high","","2","hide","components/admin/event-task-manager.tsx","Contains explicit incomplete/mock markers; do not mount on canonical production routes."
"components/admin/event-task-messages.tsx","Admin shared","Form / editor","low","","0","keep","components/admin/event-task-messages.tsx","Retain and verify against the shared component definition of done."
"components/admin/event-ticket-manager.tsx","Admin shared","Form / editor","medium","","0","keep","components/admin/event-ticket-manager.tsx","Retain and verify against the shared component definition of done."
"components/admin/event-ticketing-ops-panels.tsx","Admin shared","Form / editor","low","","0","keep","components/admin/event-ticketing-ops-panels.tsx","Retain and verify against the shared component definition of done."
"components/admin/event-vendor-manager.tsx","Admin shared","Form / editor","medium","","0","keep","components/admin/event-vendor-manager.tsx","Retain and verify against the shared component definition of done."
"components/admin/event-vendor-requests.tsx","Admin shared","Feature component","low","","0","keep","components/admin/event-vendor-requests.tsx","Retain and verify against the shared component definition of done."
"components/admin/events/event-chats-panel.tsx","Admin shared","Feature component","low","","0","keep","components/admin/events/event-chats-panel.tsx","Retain and verify against the shared component definition of done."
"components/admin/events/panels/index.tsx","Admin shared","Feature component","low","","0","keep","components/admin/events/panels/index.tsx","Retain and verify against the shared component definition of done."
"components/admin/grant-tour-admins-panel.tsx","Admin shared","Form / editor","low","","0","keep","components/admin/grant-tour-admins-panel.tsx","Retain and verify against the shared component definition of done."
"components/admin/job-posting-form.tsx","Admin shared","Form / editor","medium","","0","keep","components/admin/job-posting-form.tsx","Retain and verify against the shared component definition of done."
"components/admin/lodging-management.tsx","Admin shared","Form / editor","medium","","0","keep","components/admin/lodging-management.tsx","Retain and verify against the shared component definition of done."
"components/admin/logistics-collaboration.tsx","Admin shared","Form / editor","low","","0","keep","components/admin/logistics-collaboration.tsx","Retain and verify against the shared component definition of done."
"components/admin/logistics-dynamic-manager.tsx","Admin shared","Form / editor","medium","","0","keep","components/admin/logistics-dynamic-manager.tsx","Retain and verify against the shared component definition of done."
