coverage_id,persona,stage,goal_id,goal,platform,scenario,entry_route_hint,receiving_actor,expected_persisted_result,owner_domain,shipping_state,status,campaign_id,deployed_sha,actor_ids,before_state,after_state,evidence,finding_id,receiver_evidence,scope_decision_task,scope_approver
ORG-02-WEB-INVALID_INPUT,organization_manager,plan,ORG-02,Create multi-stop tour and stops,web,invalid_input,/admin/dashboard/tours/create; /admin/dashboard/tours/builder,artist|venue,Tour and every stop persist in order,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-02-WEB-CANCEL_OR_RETRY,organization_manager,plan,ORG-02,Create multi-stop tour and stops,web,cancel_or_retry,/admin/dashboard/tours/create; /admin/dashboard/tours/builder,artist|venue,Tour and every stop persist in order,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-02-WEB-NOTIFICATION,organization_manager,plan,ORG-02,Create multi-stop tour and stops,web,notification,/admin/dashboard/tours/create; /admin/dashboard/tours/builder,artist|venue,Tour and every stop persist in order,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-02-WEB-PERSISTENCE,organization_manager,plan,ORG-02,Create multi-stop tour and stops,web,persistence,/admin/dashboard/tours/create; /admin/dashboard/tours/builder,artist|venue,Tour and every stop persist in order,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-02-WEB-ACCESSIBILITY,organization_manager,plan,ORG-02,Create multi-stop tour and stops,web,accessibility,/admin/dashboard/tours/create; /admin/dashboard/tours/builder,artist|venue,Tour and every stop persist in order,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-02-WEB-RESPONSIVE_OR_NATIVE,organization_manager,plan,ORG-02,Create multi-stop tour and stops,web,responsive_or_native,/admin/dashboard/tours/create; /admin/dashboard/tours/builder,artist|venue,Tour and every stop persist in order,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-02-WEB-UNAUTHORIZED,organization_manager,plan,ORG-02,Create multi-stop tour and stops,web,unauthorized,/admin/dashboard/tours/create; /admin/dashboard/tours/builder,artist|venue,Tour and every stop persist in order,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-03-WEB-SUCCESS,organization_manager,plan,ORG-03,Hold dates and book venue or artist,web,success,/admin/dashboard/tours/[id]; /admin/dashboard/events/[id],venue|artist,Holds and booking status agree across actors,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-03-WEB-EMPTY_STATE,organization_manager,plan,ORG-03,Hold dates and book venue or artist,web,empty_state,/admin/dashboard/tours/[id]; /admin/dashboard/events/[id],venue|artist,Holds and booking status agree across actors,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-03-WEB-INVALID_INPUT,organization_manager,plan,ORG-03,Hold dates and book venue or artist,web,invalid_input,/admin/dashboard/tours/[id]; /admin/dashboard/events/[id],venue|artist,Holds and booking status agree across actors,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-03-WEB-CANCEL_OR_RETRY,organization_manager,plan,ORG-03,Hold dates and book venue or artist,web,cancel_or_retry,/admin/dashboard/tours/[id]; /admin/dashboard/events/[id],venue|artist,Holds and booking status agree across actors,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-03-WEB-NOTIFICATION,organization_manager,plan,ORG-03,Hold dates and book venue or artist,web,notification,/admin/dashboard/tours/[id]; /admin/dashboard/events/[id],venue|artist,Holds and booking status agree across actors,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-03-WEB-PERSISTENCE,organization_manager,plan,ORG-03,Hold dates and book venue or artist,web,persistence,/admin/dashboard/tours/[id]; /admin/dashboard/events/[id],venue|artist,Holds and booking status agree across actors,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-03-WEB-ACCESSIBILITY,organization_manager,plan,ORG-03,Hold dates and book venue or artist,web,accessibility,/admin/dashboard/tours/[id]; /admin/dashboard/events/[id],venue|artist,Holds and booking status agree across actors,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-03-WEB-RESPONSIVE_OR_NATIVE,organization_manager,plan,ORG-03,Hold dates and book venue or artist,web,responsive_or_native,/admin/dashboard/tours/[id]; /admin/dashboard/events/[id],venue|artist,Holds and booking status agree across actors,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-03-WEB-UNAUTHORIZED,organization_manager,plan,ORG-03,Hold dates and book venue or artist,web,unauthorized,/admin/dashboard/tours/[id]; /admin/dashboard/events/[id],venue|artist,Holds and booking status agree across actors,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-04-WEB-SUCCESS,organization_manager,plan,ORG-04,Invite collaborators and set permissions,web,success,/admin/dashboard; event or tour team,artist|venue,Membership and scope persist; foreign access denied,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-04-WEB-EMPTY_STATE,organization_manager,plan,ORG-04,Invite collaborators and set permissions,web,empty_state,/admin/dashboard; event or tour team,artist|venue,Membership and scope persist; foreign access denied,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-04-WEB-INVALID_INPUT,organization_manager,plan,ORG-04,Invite collaborators and set permissions,web,invalid_input,/admin/dashboard; event or tour team,artist|venue,Membership and scope persist; foreign access denied,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-04-WEB-CANCEL_OR_RETRY,organization_manager,plan,ORG-04,Invite collaborators and set permissions,web,cancel_or_retry,/admin/dashboard; event or tour team,artist|venue,Membership and scope persist; foreign access denied,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-04-WEB-NOTIFICATION,organization_manager,plan,ORG-04,Invite collaborators and set permissions,web,notification,/admin/dashboard; event or tour team,artist|venue,Membership and scope persist; foreign access denied,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-04-WEB-PERSISTENCE,organization_manager,plan,ORG-04,Invite collaborators and set permissions,web,persistence,/admin/dashboard; event or tour team,artist|venue,Membership and scope persist; foreign access denied,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-04-WEB-ACCESSIBILITY,organization_manager,plan,ORG-04,Invite collaborators and set permissions,web,accessibility,/admin/dashboard; event or tour team,artist|venue,Membership and scope persist; foreign access denied,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-04-WEB-RESPONSIVE_OR_NATIVE,organization_manager,plan,ORG-04,Invite collaborators and set permissions,web,responsive_or_native,/admin/dashboard; event or tour team,artist|venue,Membership and scope persist; foreign access denied,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-04-WEB-UNAUTHORIZED,organization_manager,plan,ORG-04,Invite collaborators and set permissions,web,unauthorized,/admin/dashboard; event or tour team,artist|venue,Membership and scope persist; foreign access denied,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-05-WEB-SUCCESS,organization_manager,plan,ORG-05,Edit budget logistics and stop schedule,web,success,/admin/dashboard/logistics; /admin/dashboard/finances,venue|worker,Revisions reach affected actors without losing prior stops,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-05-WEB-EMPTY_STATE,organization_manager,plan,ORG-05,Edit budget logistics and stop schedule,web,empty_state,/admin/dashboard/logistics; /admin/dashboard/finances,venue|worker,Revisions reach affected actors without losing prior stops,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-05-WEB-INVALID_INPUT,organization_manager,plan,ORG-05,Edit budget logistics and stop schedule,web,invalid_input,/admin/dashboard/logistics; /admin/dashboard/finances,venue|worker,Revisions reach affected actors without losing prior stops,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-05-WEB-CANCEL_OR_RETRY,organization_manager,plan,ORG-05,Edit budget logistics and stop schedule,web,cancel_or_retry,/admin/dashboard/logistics; /admin/dashboard/finances,venue|worker,Revisions reach affected actors without losing prior stops,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-05-WEB-NOTIFICATION,organization_manager,plan,ORG-05,Edit budget logistics and stop schedule,web,notification,/admin/dashboard/logistics; /admin/dashboard/finances,venue|worker,Revisions reach affected actors without losing prior stops,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-05-WEB-PERSISTENCE,organization_manager,plan,ORG-05,Edit budget logistics and stop schedule,web,persistence,/admin/dashboard/logistics; /admin/dashboard/finances,venue|worker,Revisions reach affected actors without losing prior stops,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-05-WEB-ACCESSIBILITY,organization_manager,plan,ORG-05,Edit budget logistics and stop schedule,web,accessibility,/admin/dashboard/logistics; /admin/dashboard/finances,venue|worker,Revisions reach affected actors without losing prior stops,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-05-WEB-RESPONSIVE_OR_NATIVE,organization_manager,plan,ORG-05,Edit budget logistics and stop schedule,web,responsive_or_native,/admin/dashboard/logistics; /admin/dashboard/finances,venue|worker,Revisions reach affected actors without losing prior stops,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-05-WEB-UNAUTHORIZED,organization_manager,plan,ORG-05,Edit budget logistics and stop schedule,web,unauthorized,/admin/dashboard/logistics; /admin/dashboard/finances,venue|worker,Revisions reach affected actors without losing prior stops,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-06-WEB-SUCCESS,organization_manager,sell,ORG-06,Publish event or tour and ticket offer,web,success,/admin/dashboard/events; /admin/dashboard/ticketing,customer,Public page and purchasable inventory appear,ticketing,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-06-WEB-EMPTY_STATE,organization_manager,sell,ORG-06,Publish event or tour and ticket offer,web,empty_state,/admin/dashboard/events; /admin/dashboard/ticketing,customer,Public page and purchasable inventory appear,ticketing,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-06-WEB-INVALID_INPUT,organization_manager,sell,ORG-06,Publish event or tour and ticket offer,web,invalid_input,/admin/dashboard/events; /admin/dashboard/ticketing,customer,Public page and purchasable inventory appear,ticketing,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-06-WEB-CANCEL_OR_RETRY,organization_manager,sell,ORG-06,Publish event or tour and ticket offer,web,cancel_or_retry,/admin/dashboard/events; /admin/dashboard/ticketing,customer,Public page and purchasable inventory appear,ticketing,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-06-WEB-NOTIFICATION,organization_manager,sell,ORG-06,Publish event or tour and ticket offer,web,notification,/admin/dashboard/events; /admin/dashboard/ticketing,customer,Public page and purchasable inventory appear,ticketing,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-06-WEB-PERSISTENCE,organization_manager,sell,ORG-06,Publish event or tour and ticket offer,web,persistence,/admin/dashboard/events; /admin/dashboard/ticketing,customer,Public page and purchasable inventory appear,ticketing,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-06-WEB-ACCESSIBILITY,organization_manager,sell,ORG-06,Publish event or tour and ticket offer,web,accessibility,/admin/dashboard/events; /admin/dashboard/ticketing,customer,Public page and purchasable inventory appear,ticketing,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-06-WEB-RESPONSIVE_OR_NATIVE,organization_manager,sell,ORG-06,Publish event or tour and ticket offer,web,responsive_or_native,/admin/dashboard/events; /admin/dashboard/ticketing,customer,Public page and purchasable inventory appear,ticketing,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-06-WEB-UNAUTHORIZED,organization_manager,sell,ORG-06,Publish event or tour and ticket offer,web,unauthorized,/admin/dashboard/events; /admin/dashboard/ticketing,customer,Public page and purchasable inventory appear,ticketing,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-07-WEB-SUCCESS,organization_manager,staff,ORG-07,Publish job and review applications,web,success,/admin/dashboard/jobs; /admin/dashboard/hiring,worker,Job and applicant states agree,work,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-07-WEB-EMPTY_STATE,organization_manager,staff,ORG-07,Publish job and review applications,web,empty_state,/admin/dashboard/jobs; /admin/dashboard/hiring,worker,Job and applicant states agree,work,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-07-WEB-INVALID_INPUT,organization_manager,staff,ORG-07,Publish job and review applications,web,invalid_input,/admin/dashboard/jobs; /admin/dashboard/hiring,worker,Job and applicant states agree,work,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-07-WEB-CANCEL_OR_RETRY,organization_manager,staff,ORG-07,Publish job and review applications,web,cancel_or_retry,/admin/dashboard/jobs; /admin/dashboard/hiring,worker,Job and applicant states agree,work,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-07-WEB-NOTIFICATION,organization_manager,staff,ORG-07,Publish job and review applications,web,notification,/admin/dashboard/jobs; /admin/dashboard/hiring,worker,Job and applicant states agree,work,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-07-WEB-PERSISTENCE,organization_manager,staff,ORG-07,Publish job and review applications,web,persistence,/admin/dashboard/jobs; /admin/dashboard/hiring,worker,Job and applicant states agree,work,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-07-WEB-ACCESSIBILITY,organization_manager,staff,ORG-07,Publish job and review applications,web,accessibility,/admin/dashboard/jobs; /admin/dashboard/hiring,worker,Job and applicant states agree,work,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-07-WEB-RESPONSIVE_OR_NATIVE,organization_manager,staff,ORG-07,Publish job and review applications,web,responsive_or_native,/admin/dashboard/jobs; /admin/dashboard/hiring,worker,Job and applicant states agree,work,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-07-WEB-UNAUTHORIZED,organization_manager,staff,ORG-07,Publish job and review applications,web,unauthorized,/admin/dashboard/jobs; /admin/dashboard/hiring,worker,Job and applicant states agree,work,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-08-WEB-SUCCESS,organization_manager,staff,ORG-08,Hire onboard and schedule worker,web,success,/admin/dashboard/hiring; /admin/dashboard/staff,worker,Canonical staff and shift rows agree with UI,work,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-08-WEB-EMPTY_STATE,organization_manager,staff,ORG-08,Hire onboard and schedule worker,web,empty_state,/admin/dashboard/hiring; /admin/dashboard/staff,worker,Canonical staff and shift rows agree with UI,work,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-08-WEB-INVALID_INPUT,organization_manager,staff,ORG-08,Hire onboard and schedule worker,web,invalid_input,/admin/dashboard/hiring; /admin/dashboard/staff,worker,Canonical staff and shift rows agree with UI,work,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-08-WEB-CANCEL_OR_RETRY,organization_manager,staff,ORG-08,Hire onboard and schedule worker,web,cancel_or_retry,/admin/dashboard/hiring; /admin/dashboard/staff,worker,Canonical staff and shift rows agree with UI,work,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-08-WEB-NOTIFICATION,organization_manager,staff,ORG-08,Hire onboard and schedule worker,web,notification,/admin/dashboard/hiring; /admin/dashboard/staff,worker,Canonical staff and shift rows agree with UI,work,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-08-WEB-PERSISTENCE,organization_manager,staff,ORG-08,Hire onboard and schedule worker,web,persistence,/admin/dashboard/hiring; /admin/dashboard/staff,worker,Canonical staff and shift rows agree with UI,work,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-08-WEB-ACCESSIBILITY,organization_manager,staff,ORG-08,Hire onboard and schedule worker,web,accessibility,/admin/dashboard/hiring; /admin/dashboard/staff,worker,Canonical staff and shift rows agree with UI,work,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-08-WEB-RESPONSIVE_OR_NATIVE,organization_manager,staff,ORG-08,Hire onboard and schedule worker,web,responsive_or_native,/admin/dashboard/hiring; /admin/dashboard/staff,worker,Canonical staff and shift rows agree with UI,work,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-08-WEB-UNAUTHORIZED,organization_manager,staff,ORG-08,Hire onboard and schedule worker,web,unauthorized,/admin/dashboard/hiring; /admin/dashboard/staff,worker,Canonical staff and shift rows agree with UI,work,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-09-WEB-SUCCESS,organization_manager,execute,ORG-09,Run event HQ and change or incident flow,web,success,/admin/dashboard/events/[id]/hq,worker|venue,Operational change appears to recipients,admin,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-09-WEB-EMPTY_STATE,organization_manager,execute,ORG-09,Run event HQ and change or incident flow,web,empty_state,/admin/dashboard/events/[id]/hq,worker|venue,Operational change appears to recipients,admin,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-09-WEB-INVALID_INPUT,organization_manager,execute,ORG-09,Run event HQ and change or incident flow,web,invalid_input,/admin/dashboard/events/[id]/hq,worker|venue,Operational change appears to recipients,admin,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-09-WEB-CANCEL_OR_RETRY,organization_manager,execute,ORG-09,Run event HQ and change or incident flow,web,cancel_or_retry,/admin/dashboard/events/[id]/hq,worker|venue,Operational change appears to recipients,admin,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-09-WEB-NOTIFICATION,organization_manager,execute,ORG-09,Run event HQ and change or incident flow,web,notification,/admin/dashboard/events/[id]/hq,worker|venue,Operational change appears to recipients,admin,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-09-WEB-PERSISTENCE,organization_manager,execute,ORG-09,Run event HQ and change or incident flow,web,persistence,/admin/dashboard/events/[id]/hq,worker|venue,Operational change appears to recipients,admin,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-09-WEB-ACCESSIBILITY,organization_manager,execute,ORG-09,Run event HQ and change or incident flow,web,accessibility,/admin/dashboard/events/[id]/hq,worker|venue,Operational change appears to recipients,admin,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-09-WEB-RESPONSIVE_OR_NATIVE,organization_manager,execute,ORG-09,Run event HQ and change or incident flow,web,responsive_or_native,/admin/dashboard/events/[id]/hq,worker|venue,Operational change appears to recipients,admin,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-09-WEB-UNAUTHORIZED,organization_manager,execute,ORG-09,Run event HQ and change or incident flow,web,unauthorized,/admin/dashboard/events/[id]/hq,worker|venue,Operational change appears to recipients,admin,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-10-WEB-SUCCESS,organization_manager,close,ORG-10,Complete event or tour and reconcile,web,success,/admin/dashboard/events/[id]; /admin/dashboard/finances,artist|venue|worker,Completion and financial views match source state,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-10-WEB-EMPTY_STATE,organization_manager,close,ORG-10,Complete event or tour and reconcile,web,empty_state,/admin/dashboard/events/[id]; /admin/dashboard/finances,artist|venue|worker,Completion and financial views match source state,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-10-WEB-INVALID_INPUT,organization_manager,close,ORG-10,Complete event or tour and reconcile,web,invalid_input,/admin/dashboard/events/[id]; /admin/dashboard/finances,artist|venue|worker,Completion and financial views match source state,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-10-WEB-CANCEL_OR_RETRY,organization_manager,close,ORG-10,Complete event or tour and reconcile,web,cancel_or_retry,/admin/dashboard/events/[id]; /admin/dashboard/finances,artist|venue|worker,Completion and financial views match source state,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-10-WEB-NOTIFICATION,organization_manager,close,ORG-10,Complete event or tour and reconcile,web,notification,/admin/dashboard/events/[id]; /admin/dashboard/finances,artist|venue|worker,Completion and financial views match source state,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-10-WEB-PERSISTENCE,organization_manager,close,ORG-10,Complete event or tour and reconcile,web,persistence,/admin/dashboard/events/[id]; /admin/dashboard/finances,artist|venue|worker,Completion and financial views match source state,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-10-WEB-ACCESSIBILITY,organization_manager,close,ORG-10,Complete event or tour and reconcile,web,accessibility,/admin/dashboard/events/[id]; /admin/dashboard/finances,artist|venue|worker,Completion and financial views match source state,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-10-WEB-RESPONSIVE_OR_NATIVE,organization_manager,close,ORG-10,Complete event or tour and reconcile,web,responsive_or_native,/admin/dashboard/events/[id]; /admin/dashboard/finances,artist|venue|worker,Completion and financial views match source state,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-10-WEB-UNAUTHORIZED,organization_manager,close,ORG-10,Complete event or tour and reconcile,web,unauthorized,/admin/dashboard/events/[id]; /admin/dashboard/finances,artist|venue|worker,Completion and financial views match source state,organization,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-01-WEB-SUCCESS,worker,identity,WRK-01,Create skills availability and work profile,web,success,/work; worker profile,organization_manager|venue_manager,Worker profile and availability persist,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-01-WEB-EMPTY_STATE,worker,identity,WRK-01,Create skills availability and work profile,web,empty_state,/work; worker profile,organization_manager|venue_manager,Worker profile and availability persist,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-01-WEB-INVALID_INPUT,worker,identity,WRK-01,Create skills availability and work profile,web,invalid_input,/work; worker profile,organization_manager|venue_manager,Worker profile and availability persist,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-01-WEB-CANCEL_OR_RETRY,worker,identity,WRK-01,Create skills availability and work profile,web,cancel_or_retry,/work; worker profile,organization_manager|venue_manager,Worker profile and availability persist,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-01-WEB-NOTIFICATION,worker,identity,WRK-01,Create skills availability and work profile,web,notification,/work; worker profile,organization_manager|venue_manager,Worker profile and availability persist,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-01-WEB-PERSISTENCE,worker,identity,WRK-01,Create skills availability and work profile,web,persistence,/work; worker profile,organization_manager|venue_manager,Worker profile and availability persist,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-01-WEB-ACCESSIBILITY,worker,identity,WRK-01,Create skills availability and work profile,web,accessibility,/work; worker profile,organization_manager|venue_manager,Worker profile and availability persist,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-01-WEB-RESPONSIVE_OR_NATIVE,worker,identity,WRK-01,Create skills availability and work profile,web,responsive_or_native,/work; worker profile,organization_manager|venue_manager,Worker profile and availability persist,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-01-WEB-UNAUTHORIZED,worker,identity,WRK-01,Create skills availability and work profile,web,unauthorized,/work; worker profile,organization_manager|venue_manager,Worker profile and availability persist,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-02-WEB-SUCCESS,worker,staff,WRK-02,Find filter and apply to job,web,success,/jobs; worker job board,organization_manager|venue_manager,Application and status appear to manager,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-02-WEB-EMPTY_STATE,worker,staff,WRK-02,Find filter and apply to job,web,empty_state,/jobs; worker job board,organization_manager|venue_manager,Application and status appear to manager,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-02-WEB-INVALID_INPUT,worker,staff,WRK-02,Find filter and apply to job,web,invalid_input,/jobs; worker job board,organization_manager|venue_manager,Application and status appear to manager,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-02-WEB-CANCEL_OR_RETRY,worker,staff,WRK-02,Find filter and apply to job,web,cancel_or_retry,/jobs; worker job board,organization_manager|venue_manager,Application and status appear to manager,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-02-WEB-NOTIFICATION,worker,staff,WRK-02,Find filter and apply to job,web,notification,/jobs; worker job board,organization_manager|venue_manager,Application and status appear to manager,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-02-WEB-PERSISTENCE,worker,staff,WRK-02,Find filter and apply to job,web,persistence,/jobs; worker job board,organization_manager|venue_manager,Application and status appear to manager,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-02-WEB-ACCESSIBILITY,worker,staff,WRK-02,Find filter and apply to job,web,accessibility,/jobs; worker job board,organization_manager|venue_manager,Application and status appear to manager,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-02-WEB-RESPONSIVE_OR_NATIVE,worker,staff,WRK-02,Find filter and apply to job,web,responsive_or_native,/jobs; worker job board,organization_manager|venue_manager,Application and status appear to manager,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-02-WEB-UNAUTHORIZED,worker,staff,WRK-02,Find filter and apply to job,web,unauthorized,/jobs; worker job board,organization_manager|venue_manager,Application and status appear to manager,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-03-WEB-SUCCESS,worker,staff,WRK-03,Accept hire and finish onboarding,web,success,/onboarding/hire/[token],organization_manager|venue_manager,Onboarding and canonical staff membership persist,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-03-WEB-EMPTY_STATE,worker,staff,WRK-03,Accept hire and finish onboarding,web,empty_state,/onboarding/hire/[token],organization_manager|venue_manager,Onboarding and canonical staff membership persist,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-03-WEB-INVALID_INPUT,worker,staff,WRK-03,Accept hire and finish onboarding,web,invalid_input,/onboarding/hire/[token],organization_manager|venue_manager,Onboarding and canonical staff membership persist,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-03-WEB-CANCEL_OR_RETRY,worker,staff,WRK-03,Accept hire and finish onboarding,web,cancel_or_retry,/onboarding/hire/[token],organization_manager|venue_manager,Onboarding and canonical staff membership persist,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-03-WEB-NOTIFICATION,worker,staff,WRK-03,Accept hire and finish onboarding,web,notification,/onboarding/hire/[token],organization_manager|venue_manager,Onboarding and canonical staff membership persist,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-03-WEB-PERSISTENCE,worker,staff,WRK-03,Accept hire and finish onboarding,web,persistence,/onboarding/hire/[token],organization_manager|venue_manager,Onboarding and canonical staff membership persist,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-03-WEB-ACCESSIBILITY,worker,staff,WRK-03,Accept hire and finish onboarding,web,accessibility,/onboarding/hire/[token],organization_manager|venue_manager,Onboarding and canonical staff membership persist,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-03-WEB-RESPONSIVE_OR_NATIVE,worker,staff,WRK-03,Accept hire and finish onboarding,web,responsive_or_native,/onboarding/hire/[token],organization_manager|venue_manager,Onboarding and canonical staff membership persist,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-03-WEB-UNAUTHORIZED,worker,staff,WRK-03,Accept hire and finish onboarding,web,unauthorized,/onboarding/hire/[token],organization_manager|venue_manager,Onboarding and canonical staff membership persist,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-04-WEB-SUCCESS,worker,staff,WRK-04,View confirm or change assigned shift,web,success,/work-mode; worker schedule,organization_manager|venue_manager,Shift status agrees after reload,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-04-WEB-EMPTY_STATE,worker,staff,WRK-04,View confirm or change assigned shift,web,empty_state,/work-mode; worker schedule,organization_manager|venue_manager,Shift status agrees after reload,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-04-WEB-INVALID_INPUT,worker,staff,WRK-04,View confirm or change assigned shift,web,invalid_input,/work-mode; worker schedule,organization_manager|venue_manager,Shift status agrees after reload,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-04-WEB-CANCEL_OR_RETRY,worker,staff,WRK-04,View confirm or change assigned shift,web,cancel_or_retry,/work-mode; worker schedule,organization_manager|venue_manager,Shift status agrees after reload,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-04-WEB-NOTIFICATION,worker,staff,WRK-04,View confirm or change assigned shift,web,notification,/work-mode; worker schedule,organization_manager|venue_manager,Shift status agrees after reload,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-04-WEB-PERSISTENCE,worker,staff,WRK-04,View confirm or change assigned shift,web,persistence,/work-mode; worker schedule,organization_manager|venue_manager,Shift status agrees after reload,work,needs_ui_confirmation,not_run,,,,,,,,,,
